"Notes"	"County"	"County Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Lincoln County, WA"	"53043"	"Acute myocardial infarction, unspecified"	"I21.9"	22	10350	212.6	133.2	321.8
	"Mason County, WA"	"53045"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	17	62198	27.3 (Unreliable)	15.9	43.8
	"Mason County, WA"	"53045"	"Acute myocardial infarction, unspecified"	"I21.9"	16	62198	25.7 (Unreliable)	14.7	41.8
	"Mason County, WA"	"53045"	"Atherosclerotic heart disease"	"I25.1"	32	62198	51.4	35.2	72.6
	"Okanogan County, WA"	"53047"	"Acute myocardial infarction, unspecified"	"I21.9"	14	41554	33.7 (Unreliable)	18.4	56.5
	"Okanogan County, WA"	"53047"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	41554	24.1 (Unreliable)	11.5	44.3
	"Okanogan County, WA"	"53047"	"Atherosclerotic heart disease"	"I25.1"	16	41554	38.5 (Unreliable)	22.0	62.5
	"Pacific County, WA"	"53049"	"Acute myocardial infarction, unspecified"	"I21.9"	23	21249	108.2	68.6	162.4
	"Pacific County, WA"	"53049"	"Atherosclerotic heart disease"	"I25.1"	25	21249	117.7	76.1	173.7
	"Pierce County, WA"	"53053"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	45	861312	5.2	3.8	7.0
	"Pierce County, WA"	"53053"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	25	861312	2.9	1.9	4.3
	"Pierce County, WA"	"53053"	"Acute myocardial infarction, unspecified"	"I21.9"	211	861312	24.5	21.2	27.8
	"Pierce County, WA"	"53053"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	46	861312	5.3	3.9	7.1
	"Pierce County, WA"	"53053"	"Atherosclerotic heart disease"	"I25.1"	387	861312	44.9	40.5	49.4
	"Pierce County, WA"	"53053"	"Ischaemic cardiomyopathy"	"I25.5"	35	861312	4.1	2.8	5.7
	"Pierce County, WA"	"53053"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	182	861312	21.1	18.1	24.2
	"Pierce County, WA"	"53053"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	32	861312	3.7	2.5	5.2
	"Pierce County, WA"	"53053"	"Other secondary pulmonary hypertension"	"I27.2"	17	861312	2.0 (Unreliable)	1.1	3.2
	"Pierce County, WA"	"53053"	"Mitral (valve) insufficiency"	"I34.0"	11	861312	1.3 (Unreliable)	0.6	2.3
	"Pierce County, WA"	"53053"	"Aortic (valve) stenosis"	"I35.0"	45	861312	5.2	3.8	7.0
	"Pierce County, WA"	"53053"	"Endocarditis, valve unspecified"	"I38"	10	861312	1.2 (Unreliable)	0.6	2.1
	"Pierce County, WA"	"53053"	"Dilated cardiomyopathy"	"I42.0"	47	861312	5.5	4.0	7.3
	"Pierce County, WA"	"53053"	"Cardiomyopathy, unspecified"	"I42.9"	30	861312	3.5	2.4	5.0
	"Pierce County, WA"	"53053"	"Cardiac arrest, unspecified"	"I46.9"	23	861312	2.7	1.7	4.0
	"Pierce County, WA"	"53053"	"Atrial fibrillation and flutter"	"I48"	50	861312	5.8	4.3	7.7
	"Pierce County, WA"	"53053"	"Congestive heart failure"	"I50.0"	75	861312	8.7	6.8	10.9
	"Pierce County, WA"	"53053"	"Heart failure, unspecified"	"I50.9"	31	861312	3.6	2.4	5.1
	"Pierce County, WA"	"53053"	"Cardiomegaly"	"I51.7"	12	861312	1.4 (Unreliable)	0.7	2.4
	"Skagit County, WA"	"53057"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	26	123681	21.0	13.7	30.8
	"Skagit County, WA"	"53057"	"Acute myocardial infarction, unspecified"	"I21.9"	35	123681	28.3	19.7	39.4
	"Skagit County, WA"	"53057"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	16	123681	12.9 (Unreliable)	7.4	21.0
	"Skagit County, WA"	"53057"	"Atherosclerotic heart disease"	"I25.1"	59	123681	47.7	36.3	61.5
	"Skagit County, WA"	"53057"	"Aortic (valve) stenosis"	"I35.0"	22	123681	17.8	11.1	26.9
	"Skagit County, WA"	"53057"	"Atrial fibrillation and flutter"	"I48"	15	123681	12.1 (Unreliable)	6.8	20.0
	"Snohomish County, WA"	"53061"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	37	787620	4.7	3.3	6.5
	"Snohomish County, WA"	"53061"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	42	787620	5.3	3.8	7.2
	"Snohomish County, WA"	"53061"	"Acute myocardial infarction, unspecified"	"I21.9"	186	787620	23.6	20.2	27.0
	"Snohomish County, WA"	"53061"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	119	787620	15.1	12.4	17.8
	"Snohomish County, WA"	"53061"	"Atherosclerotic heart disease"	"I25.1"	248	787620	31.5	27.6	35.4
	"Snohomish County, WA"	"53061"	"Other forms of chronic ischaemic heart disease"	"I25.8"	11	787620	1.4 (Unreliable)	0.7	2.5
	"Snohomish County, WA"	"53061"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	23	787620	2.9	1.9	4.4
	"Snohomish County, WA"	"53061"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	16	787620	2.0 (Unreliable)	1.2	3.3
	"Snohomish County, WA"	"53061"	"Other secondary pulmonary hypertension"	"I27.2"	12	787620	1.5 (Unreliable)	0.8	2.7
	"Snohomish County, WA"	"53061"	"Aortic (valve) stenosis"	"I35.0"	47	787620	6.0	4.4	7.9
	"Snohomish County, WA"	"53061"	"Dilated cardiomyopathy"	"I42.0"	13	787620	1.7 (Unreliable)	0.9	2.8
	"Snohomish County, WA"	"53061"	"Cardiomyopathy, unspecified"	"I42.9"	15	787620	1.9 (Unreliable)	1.1	3.1
	"Snohomish County, WA"	"53061"	"Atrial fibrillation and flutter"	"I48"	63	787620	8.0	6.1	10.2
	"Snohomish County, WA"	"53061"	"Congestive heart failure"	"I50.0"	78	787620	9.9	7.8	12.4
	"Snohomish County, WA"	"53061"	"Heart failure, unspecified"	"I50.9"	25	787620	3.2	2.1	4.7
	"Spokane County, WA"	"53063"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	13	499072	2.6 (Unreliable)	1.4	4.5
	"Spokane County, WA"	"53063"	"Acute myocardial infarction, unspecified"	"I21.9"	121	499072	24.2	19.9	28.6
	"Spokane County, WA"	"53063"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	34	499072	6.8	4.7	9.5
	"Spokane County, WA"	"53063"	"Atherosclerotic heart disease"	"I25.1"	218	499072	43.7	37.9	49.5
	"Spokane County, WA"	"53063"	"Ischaemic cardiomyopathy"	"I25.5"	41	499072	8.2	5.9	11.1
	"Spokane County, WA"	"53063"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	39	499072	7.8	5.6	10.7
	"Spokane County, WA"	"53063"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	499072	2.2 (Unreliable)	1.1	3.9
	"Spokane County, WA"	"53063"	"Other secondary pulmonary hypertension"	"I27.2"	12	499072	2.4 (Unreliable)	1.2	4.2
	"Spokane County, WA"	"53063"	"Aortic (valve) stenosis"	"I35.0"	51	499072	10.2	7.6	13.4
	"Spokane County, WA"	"53063"	"Endocarditis, valve unspecified"	"I38"	11	499072	2.2 (Unreliable)	1.1	3.9
	"Spokane County, WA"	"53063"	"Dilated cardiomyopathy"	"I42.0"	21	499072	4.2	2.6	6.4
	"Spokane County, WA"	"53063"	"Cardiomyopathy, unspecified"	"I42.9"	27	499072	5.4	3.6	7.9
	"Spokane County, WA"	"53063"	"Cardiac arrest, unspecified"	"I46.9"	12	499072	2.4 (Unreliable)	1.2	4.2
	"Spokane County, WA"	"53063"	"Atrial fibrillation and flutter"	"I48"	35	499072	7.0	4.9	9.8
	"Spokane County, WA"	"53063"	"Congestive heart failure"	"I50.0"	45	499072	9.0	6.6	12.1
	"Stevens County, WA"	"53065"	"Acute myocardial infarction, unspecified"	"I21.9"	16	44439	36.0 (Unreliable)	20.6	58.5
	"Stevens County, WA"	"53065"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	28	44439	63.0	41.9	91.1
	"Stevens County, WA"	"53065"	"Atherosclerotic heart disease"	"I25.1"	28	44439	63.0	41.9	91.1
	"Thurston County, WA"	"53067"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	15	275222	5.5 (Unreliable)	3.1	9.0
	"Thurston County, WA"	"53067"	"Acute myocardial infarction, unspecified"	"I21.9"	73	275222	26.5	20.8	33.4
	"Thurston County, WA"	"53067"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	53	275222	19.3	14.4	25.2
	"Thurston County, WA"	"53067"	"Atherosclerotic heart disease"	"I25.1"	100	275222	36.3	29.2	43.5
	"Thurston County, WA"	"53067"	"Aortic (valve) stenosis"	"I35.0"	20	275222	7.3	4.4	11.2
	"Thurston County, WA"	"53067"	"Cardiomyopathy, unspecified"	"I42.9"	14	275222	5.1 (Unreliable)	2.8	8.5
	"Thurston County, WA"	"53067"	"Atrial fibrillation and flutter"	"I48"	22	275222	8.0	5.0	12.1
	"Thurston County, WA"	"53067"	"Congestive heart failure"	"I50.0"	49	275222	17.8	13.2	23.5
	"Walla Walla County, WA"	"53071"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	11	60340	18.2 (Unreliable)	9.1	32.6
	"Walla Walla County, WA"	"53071"	"Acute myocardial infarction, unspecified"	"I21.9"	14	60340	23.2 (Unreliable)	12.7	38.9
	"Walla Walla County, WA"	"53071"	"Atherosclerotic heart disease"	"I25.1"	30	60340	49.7	33.5	71.0
	"Whatcom County, WA"	"53073"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	12	216800	5.5 (Unreliable)	2.9	9.7
	"Whatcom County, WA"	"53073"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	16	216800	7.4 (Unreliable)	4.2	12.0
	"Whatcom County, WA"	"53073"	"Acute myocardial infarction, unspecified"	"I21.9"	67	216800	30.9	24.0	39.2
	"Whatcom County, WA"	"53073"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	216800	6.5 (Unreliable)	3.5	10.8
	"Whatcom County, WA"	"53073"	"Atherosclerotic heart disease"	"I25.1"	93	216800	42.9	34.6	52.6
	"Whatcom County, WA"	"53073"	"Ischaemic cardiomyopathy"	"I25.5"	16	216800	7.4 (Unreliable)	4.2	12.0
	"Whatcom County, WA"	"53073"	"Aortic (valve) stenosis"	"I35.0"	21	216800	9.7	6.0	14.8
	"Whatcom County, WA"	"53073"	"Endocarditis, valve unspecified"	"I38"	12	216800	5.5 (Unreliable)	2.9	9.7
	"Whatcom County, WA"	"53073"	"Atrial fibrillation and flutter"	"I48"	18	216800	8.3 (Unreliable)	4.9	13.1
	"Whatcom County, WA"	"53073"	"Congestive heart failure"	"I50.0"	16	216800	7.4 (Unreliable)	4.2	12.0
	"Whitman County, WA"	"53075"	"Atherosclerotic heart disease"	"I25.1"	24	48851	49.1	31.5	73.1
	"Yakima County, WA"	"53077"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	32	249636	12.8	8.8	18.1
	"Yakima County, WA"	"53077"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	11	249636	4.4 (Unreliable)	2.2	7.9
	"Yakima County, WA"	"53077"	"Acute myocardial infarction, unspecified"	"I21.9"	53	249636	21.2	15.9	27.8
	"Yakima County, WA"	"53077"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	19	249636	7.6 (Unreliable)	4.6	11.9
	"Yakima County, WA"	"53077"	"Atherosclerotic heart disease"	"I25.1"	84	249636	33.6	26.8	41.7
	"Yakima County, WA"	"53077"	"Cardiac arrest, unspecified"	"I46.9"	132	249636	52.9	43.9	61.9
	"Yakima County, WA"	"53077"	"Atrial fibrillation and flutter"	"I48"	11	249636	4.4 (Unreliable)	2.2	7.9
	"Yakima County, WA"	"53077"	"Congestive heart failure"	"I50.0"	28	249636	11.2	7.5	16.2
	"Yakima County, WA"	"53077"	"Heart disease, unspecified"	"I51.9"	19	249636	7.6 (Unreliable)	4.6	11.9
	"Barbour County, WV"	"54001"	"Atherosclerotic heart disease"	"I25.1"	11	16831	65.4 (Unreliable)	32.6	116.9
	"Barbour County, WV"	"54001"	"Congestive heart failure"	"I50.0"	10	16831	59.4 (Unreliable)	28.5	109.3
	"Berkeley County, WV"	"54003"	"Acute myocardial infarction, unspecified"	"I21.9"	33	113525	29.1	20.0	40.8
	"Berkeley County, WV"	"54003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	113525	9.7 (Unreliable)	4.8	17.3
	"Berkeley County, WV"	"54003"	"Atherosclerotic heart disease"	"I25.1"	40	113525	35.2	25.2	48.0
	"Berkeley County, WV"	"54003"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	25	113525	22.0	14.3	32.5
	"Berkeley County, WV"	"54003"	"Congestive heart failure"	"I50.0"	19	113525	16.7 (Unreliable)	10.1	26.1
	"Boone County, WV"	"54005"	"Acute myocardial infarction, unspecified"	"I21.9"	17	22816	74.5 (Unreliable)	43.4	119.3
	"Boone County, WV"	"54005"	"Atherosclerotic heart disease"	"I25.1"	17	22816	74.5 (Unreliable)	43.4	119.3
	"Brooke County, WV"	"54009"	"Acute myocardial infarction, unspecified"	"I21.9"	12	22977	52.2 (Unreliable)	27.0	91.2
	"Brooke County, WV"	"54009"	"Atherosclerotic heart disease"	"I25.1"	30	22977	130.6	88.1	186.4
	"Cabell County, WV"	"54011"	"Acute myocardial infarction, unspecified"	"I21.9"	31	95987	32.3	21.9	45.8
	"Cabell County, WV"	"54011"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	14	95987	14.6 (Unreliable)	8.0	24.5
	"Cabell County, WV"	"54011"	"Atherosclerotic heart disease"	"I25.1"	51	95987	53.1	39.6	69.9
	"Cabell County, WV"	"54011"	"Atrial fibrillation and flutter"	"I48"	12	95987	12.5 (Unreliable)	6.5	21.8
	"Cabell County, WV"	"54011"	"Congestive heart failure"	"I50.0"	20	95987	20.8	12.7	32.2
	"Fayette County, WV"	"54019"	"Acute myocardial infarction, unspecified"	"I21.9"	30	44323	67.7	45.7	96.6
	"Fayette County, WV"	"54019"	"Atherosclerotic heart disease"	"I25.1"	55	44323	124.1	93.5	161.5
	"Gilmer County, WV"	"54021"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	8249	121.2 (Unreliable)	58.1	222.9
	"Greenbrier County, WV"	"54025"	"Acute myocardial infarction, unspecified"	"I21.9"	27	35279	76.5	50.4	111.4
	"Greenbrier County, WV"	"54025"	"Atherosclerotic heart disease"	"I25.1"	22	35279	62.4	39.1	94.4
	"Greenbrier County, WV"	"54025"	"Atrial fibrillation and flutter"	"I48"	10	35279	28.3 (Unreliable)	13.6	52.1
	"Greenbrier County, WV"	"54025"	"Congestive heart failure"	"I50.0"	15	35279	42.5 (Unreliable)	23.8	70.1
	"Hampshire County, WV"	"54027"	"Acute myocardial infarction, unspecified"	"I21.9"	12	23301	51.5 (Unreliable)	26.6	90.0
	"Hampshire County, WV"	"54027"	"Atherosclerotic heart disease"	"I25.1"	11	23301	47.2 (Unreliable)	23.6	84.5
	"Hancock County, WV"	"54029"	"Acute myocardial infarction, unspecified"	"I21.9"	14	29590	47.3 (Unreliable)	25.9	79.4
	"Hancock County, WV"	"54029"	"Atherosclerotic heart disease"	"I25.1"	69	29590	233.2	181.4	295.1
	"Hancock County, WV"	"54029"	"Congestive heart failure"	"I50.0"	18	29590	60.8 (Unreliable)	36.1	96.1
	"Harrison County, WV"	"54033"	"Acute myocardial infarction, unspecified"	"I21.9"	38	68400	55.6	39.3	76.3
	"Harrison County, WV"	"54033"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	43	68400	62.9	45.5	84.7
	"Harrison County, WV"	"54033"	"Atherosclerotic heart disease"	"I25.1"	55	68400	80.4	60.6	104.7
	"Harrison County, WV"	"54033"	"Cardiomyopathy, unspecified"	"I42.9"	14	68400	20.5 (Unreliable)	11.2	34.3
	"Harrison County, WV"	"54033"	"Congestive heart failure"	"I50.0"	13	68400	19.0 (Unreliable)	10.1	32.5
	"Jackson County, WV"	"54035"	"Acute myocardial infarction, unspecified"	"I21.9"	19	29152	65.2 (Unreliable)	39.2	101.8
	"Jackson County, WV"	"54035"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	18	29152	61.7 (Unreliable)	36.6	97.6
	"Jackson County, WV"	"54035"	"Atherosclerotic heart disease"	"I25.1"	22	29152	75.5	47.3	114.3
	"Jefferson County, WV"	"54037"	"Acute myocardial infarction, unspecified"	"I21.9"	16	56368	28.4 (Unreliable)	16.2	46.1
	"Jefferson County, WV"	"54037"	"Atherosclerotic heart disease"	"I25.1"	22	56368	39.0	24.5	59.1
	"Jefferson County, WV"	"54037"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	21	56368	37.3	23.1	56.9
	"Jefferson County, WV"	"54037"	"Congestive heart failure"	"I50.0"	10	56368	17.7 (Unreliable)	8.5	32.6
	"Kanawha County, WV"	"54039"	"Acute myocardial infarction, unspecified"	"I21.9"	85	186241	45.6	36.5	56.4
	"Kanawha County, WV"	"54039"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	34	186241	18.3	12.6	25.5
	"Kanawha County, WV"	"54039"	"Atherosclerotic heart disease"	"I25.1"	154	186241	82.7	69.6	95.7
	"Kanawha County, WV"	"54039"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	10	186241	5.4 (Unreliable)	2.6	9.9
	"Kanawha County, WV"	"54039"	"Cardiomyopathy, unspecified"	"I42.9"	16	186241	8.6 (Unreliable)	4.9	14.0
	"Kanawha County, WV"	"54039"	"Atrial fibrillation and flutter"	"I48"	34	186241	18.3	12.6	25.5
	"Kanawha County, WV"	"54039"	"Congestive heart failure"	"I50.0"	44	186241	23.6	17.2	31.7
	"Kanawha County, WV"	"54039"	"Heart disease, unspecified"	"I51.9"	14	186241	7.5 (Unreliable)	4.1	12.6
	"Lewis County, WV"	"54041"	"Atherosclerotic heart disease"	"I25.1"	10	16309	61.3 (Unreliable)	29.4	112.8
	"Lincoln County, WV"	"54043"	"Acute myocardial infarction, unspecified"	"I21.9"	12	21232	56.5 (Unreliable)	29.2	98.7
	"Lincoln County, WV"	"54043"	"Atherosclerotic heart disease"	"I25.1"	13	21232	61.2 (Unreliable)	32.6	104.7
	"Lincoln County, WV"	"54043"	"Congestive heart failure"	"I50.0"	10	21232	47.1 (Unreliable)	22.6	86.6
	"Logan County, WV"	"54045"	"Acute myocardial infarction, unspecified"	"I21.9"	22	33700	65.3	40.9	98.8
	"Logan County, WV"	"54045"	"Atherosclerotic heart disease"	"I25.1"	32	33700	95.0	64.9	134.0
	"McDowell County, WV"	"54047"	"Acute myocardial infarction, unspecified"	"I21.9"	18	19141	94.0 (Unreliable)	55.7	148.6
	"McDowell County, WV"	"54047"	"Atherosclerotic heart disease"	"I25.1"	26	19141	135.8	88.7	199.0
	"Marion County, WV"	"54049"	"Acute myocardial infarction, unspecified"	"I21.9"	31	56538	54.8	37.3	77.8
	"Marion County, WV"	"54049"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	23	56538	40.7	25.8	61.0
	"Marion County, WV"	"54049"	"Atherosclerotic heart disease"	"I25.1"	86	56538	152.1	121.7	187.9
	"Marion County, WV"	"54049"	"Congestive heart failure"	"I50.0"	23	56538	40.7	25.8	61.0
	"Marshall County, WV"	"54051"	"Acute myocardial infarction, unspecified"	"I21.9"	31	31793	97.5	66.3	138.4
	"Marshall County, WV"	"54051"	"Atherosclerotic heart disease"	"I25.1"	30	31793	94.4	63.7	134.7
	"Marshall County, WV"	"54051"	"Congestive heart failure"	"I50.0"	15	31793	47.2 (Unreliable)	26.4	77.8
	"Mason County, WV"	"54053"	"Acute myocardial infarction, unspecified"	"I21.9"	16	26825	59.6 (Unreliable)	34.1	96.9
	"Mason County, WV"	"54053"	"Atherosclerotic heart disease"	"I25.1"	17	26825	63.4 (Unreliable)	36.9	101.5
	"Mason County, WV"	"54053"	"Congestive heart failure"	"I50.0"	10	26825	37.3 (Unreliable)	17.9	68.6
	"Mercer County, WV"	"54055"	"Acute myocardial infarction, unspecified"	"I21.9"	31	60468	51.3	34.8	72.8
	"Mercer County, WV"	"54055"	"Atherosclerotic heart disease"	"I25.1"	47	60468	77.7	57.1	103.4
	"Mercer County, WV"	"54055"	"Congestive heart failure"	"I50.0"	14	60468	23.2 (Unreliable)	12.7	38.8
	"Mercer County, WV"	"54055"	"Heart disease, unspecified"	"I51.9"	15	60468	24.8 (Unreliable)	13.9	40.9
	"Mineral County, WV"	"54057"	"Acute myocardial infarction, unspecified"	"I21.9"	12	27411	43.8 (Unreliable)	22.6	76.5
	"Mineral County, WV"	"54057"	"Atherosclerotic heart disease"	"I25.1"	23	27411	83.9	53.2	125.9
	"Mingo County, WV"	"54059"	"Acute myocardial infarction, unspecified"	"I21.9"	13	24647	52.7 (Unreliable)	28.1	90.2
	"Mingo County, WV"	"54059"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	15	24647	60.9 (Unreliable)	34.1	100.4
	"Mingo County, WV"	"54059"	"Atherosclerotic heart disease"	"I25.1"	20	24647	81.1	49.6	125.3
	"Monongalia County, WV"	"54061"	"Acute myocardial infarction, unspecified"	"I21.9"	30	104622	28.7	19.3	40.9
	"Monongalia County, WV"	"54061"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	20	104622	19.1	11.7	29.5
	"Monongalia County, WV"	"54061"	"Atherosclerotic heart disease"	"I25.1"	53	104622	50.7	37.9	66.3
	"Monongalia County, WV"	"54061"	"Congestive heart failure"	"I50.0"	28	104622	26.8	17.8	38.7
	"Monroe County, WV"	"54063"	"Atherosclerotic heart disease"	"I25.1"	14	13370	104.7 (Unreliable)	57.2	175.7
	"Nicholas County, WV"	"54067"	"Acute myocardial infarction, unspecified"	"I21.9"	17	25311	67.2 (Unreliable)	39.1	107.5
	"Nicholas County, WV"	"54067"	"Atherosclerotic heart disease"	"I25.1"	20	25311	79.0	48.3	122.0
	"Ohio County, WV"	"54069"	"Acute myocardial infarction, unspecified"	"I21.9"	22	42516	51.7	32.4	78.3
	"Ohio County, WV"	"54069"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	11	42516	25.9 (Unreliable)	12.9	46.3
	"Ohio County, WV"	"54069"	"Atherosclerotic heart disease"	"I25.1"	39	42516	91.7	65.2	125.4
	"Ohio County, WV"	"54069"	"Congestive heart failure"	"I50.0"	22	42516	51.7	32.4	78.3
	"Preston County, WV"	"54077"	"Acute myocardial infarction, unspecified"	"I21.9"	19	33758	56.3 (Unreliable)	33.9	87.9
	"Preston County, WV"	"54077"	"Atherosclerotic heart disease"	"I25.1"	36	33758	106.6	74.7	147.6
	"Preston County, WV"	"54077"	"Congestive heart failure"	"I50.0"	12	33758	35.5 (Unreliable)	18.4	62.1
	"Putnam County, WV"	"54079"	"Acute myocardial infarction, unspecified"	"I21.9"	25	56941	43.9	28.4	64.8
	"Putnam County, WV"	"54079"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	13	56941	22.8 (Unreliable)	12.2	39.0
	"Putnam County, WV"	"54079"	"Atherosclerotic heart disease"	"I25.1"	51	56941	89.6	66.7	117.8
	"Putnam County, WV"	"54079"	"Congestive heart failure"	"I50.0"	17	56941	29.9 (Unreliable)	17.4	47.8
	"Raleigh County, WV"	"54081"	"Acute myocardial infarction, unspecified"	"I21.9"	29	76601	37.9	25.4	54.4
	"Raleigh County, WV"	"54081"	"Atherosclerotic heart disease"	"I25.1"	106	76601	138.4	112.0	164.7
	"Raleigh County, WV"	"54081"	"Congestive heart failure"	"I50.0"	17	76601	22.2 (Unreliable)	12.9	35.5
	"Randolph County, WV"	"54083"	"Atherosclerotic heart disease"	"I25.1"	43	29006	148.2	107.3	199.7
	"Randolph County, WV"	"54083"	"Congestive heart failure"	"I50.0"	10	29006	34.5 (Unreliable)	16.5	63.4
	"Ritchie County, WV"	"54085"	"Acute myocardial infarction, unspecified"	"I21.9"	10	9875	101.3 (Unreliable)	48.6	186.2
	"Ritchie County, WV"	"54085"	"Atherosclerotic heart disease"	"I25.1"	11	9875	111.4 (Unreliable)	55.6	199.3
	"Roane County, WV"	"54087"	"Acute myocardial infarction, unspecified"	"I21.9"	11	14208	77.4 (Unreliable)	38.6	138.5
	"Roane County, WV"	"54087"	"Atherosclerotic heart disease"	"I25.1"	11	14208	77.4 (Unreliable)	38.6	138.5
	"Summers County, WV"	"54089"	"Atherosclerotic heart disease"	"I25.1"	12	12872	93.2 (Unreliable)	48.2	162.8
	"Taylor County, WV"	"54091"	"Atherosclerotic heart disease"	"I25.1"	16	16859	94.9 (Unreliable)	54.2	154.1
	"Upshur County, WV"	"54097"	"Atherosclerotic heart disease"	"I25.1"	37	24658	150.1	105.7	206.8
	"Upshur County, WV"	"54097"	"Congestive heart failure"	"I50.0"	15	24658	60.8 (Unreliable)	34.0	100.3
	"Wayne County, WV"	"54099"	"Acute myocardial infarction, unspecified"	"I21.9"	19	40531	46.9 (Unreliable)	28.2	73.2
	"Wayne County, WV"	"54099"	"Atherosclerotic heart disease"	"I25.1"	25	40531	61.7	39.9	91.1
	"Wayne County, WV"	"54099"	"Congestive heart failure"	"I50.0"	14	40531	34.5 (Unreliable)	18.9	58.0
	"Webster County, WV"	"54101"	"Acute myocardial infarction, unspecified"	"I21.9"	11	8646	127.2 (Unreliable)	63.5	227.6
	"Wetzel County, WV"	"54103"	"Atherosclerotic heart disease"	"I25.1"	14	15640	89.5 (Unreliable)	48.9	150.2
	"Wood County, WV"	"54107"	"Acute myocardial infarction, unspecified"	"I21.9"	42	85643	49.0	35.3	66.3
	"Wood County, WV"	"54107"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	10	85643	11.7 (Unreliable)	5.6	21.5
	"Wood County, WV"	"54107"	"Atherosclerotic heart disease"	"I25.1"	74	85643	86.4	67.8	108.5
	"Wood County, WV"	"54107"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	14	85643	16.3 (Unreliable)	8.9	27.4
	"Wood County, WV"	"54107"	"Cardiomyopathy, unspecified"	"I42.9"	15	85643	17.5 (Unreliable)	9.8	28.9
	"Wood County, WV"	"54107"	"Atrial fibrillation and flutter"	"I48"	12	85643	14.0 (Unreliable)	7.2	24.5
	"Wood County, WV"	"54107"	"Congestive heart failure"	"I50.0"	21	85643	24.5	15.2	37.5
	"Wyoming County, WV"	"54109"	"Acute myocardial infarction, unspecified"	"I21.9"	14	21763	64.3 (Unreliable)	35.2	107.9
	"Wyoming County, WV"	"54109"	"Atherosclerotic heart disease"	"I25.1"	28	21763	128.7	85.5	185.9
	"Adams County, WI"	"55001"	"Atherosclerotic heart disease"	"I25.1"	34	20069	169.4	117.3	236.7
	"Barron County, WI"	"55005"	"Acute myocardial infarction, unspecified"	"I21.9"	21	45412	46.2	28.6	70.7
	"Barron County, WI"	"55005"	"Atherosclerotic heart disease"	"I25.1"	38	45412	83.7	59.2	114.9
	"Barron County, WI"	"55005"	"Congestive heart failure"	"I50.0"	13	45412	28.6 (Unreliable)	15.2	49.0
	"Bayfield County, WI"	"55007"	"Acute myocardial infarction, unspecified"	"I21.9"	13	14891	87.3 (Unreliable)	46.5	149.3
	"Brown County, WI"	"55009"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	10	260401	3.8 (Unreliable)	1.8	7.1
	"Brown County, WI"	"55009"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	28	260401	10.8	7.1	15.5
